name,price,detail_link,image_link,tags
Clonakilty Port Cask Finish,"€52,95",https://slijterijdehelm.nl/winkel/whisky/malt/clonakilty-port-cask-finish/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Clonakilty-Port-Cask-Finish-whisky-600x600.png,"Malt, Whisky"
"Glenallachie 10 years old Batch 11 59,4%","€79,95",https://slijterijdehelm.nl/winkel/whisky/malt/glenallachie-10-years-old-batch-11-594/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Glenallachie-10-years-old-Batch-11-594-600x600.png,"Malt, Whisky"
"Bunnahabhain 12 years old cask strength 2023 edition 60,1%","€92,95",https://slijterijdehelm.nl/winkel/whisky/malt/bunnahabhain-12-years-old-cask-strength-2023-edition-601/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Bunnahabhain-12-years-old-cask-strength-2023-edition-601-600x600.png,"Malt, Whisky"
"Johnnie Walker Red Label 0,35 liter","€11,50",https://slijterijdehelm.nl/winkel/whisky/blended/johnnie-walker-red-label-035-liter/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Johnnie-red-label-600x600.png,"Blended, Whisky"
"Ballindalloch Vintage 2015 8 years old 48,5%","€119,95",https://slijterijdehelm.nl/winkel/whisky/malt/ballindalloch-vintage-2015-8-years-old-485/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Ballindalloch-Vintage-2015-8-years-old-485-600x600.png,"Malt, Whisky"
Compass Box Orchard House,"€48,95",https://slijterijdehelm.nl/winkel/whisky/blended/compass-box-orchard-house/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Compass-Box-Orchard-House-1-600x600.png,"Blended, Whisky"
Glencadam Sauternes 13 years old,"€96,95",https://slijterijdehelm.nl/winkel/whisky/malt/glencadam-sauternes-13-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Glencadam-Sauternes-13-years-old-600x600.png,"Malt, Whisky"
Glenallachie 8 years old 46%,"€54,95",https://slijterijdehelm.nl/winkel/whisky/malt/glenallachie-8-years-old-46/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/DE-GLENALLACHIE-8-JAAR-OUD-600x600.png,"Malt, Whisky"
Yellowstone American Single Malt 54%,"€63,95",https://slijterijdehelm.nl/winkel/whisky/yellowstone-american-single-malt-54/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Yellowstone-600x600.png,Whisky
"The Firkin Tullibardine 10 years old 2012 #SC23 48,9%","€79,95",https://slijterijdehelm.nl/winkel/whisky/malt/the-firkin-tullibardine-10-years-old-2012-sc23-489/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/The-Firkin-Tullibardine-10-years-old-2012-SC23-489-600x600.jpg,"Malt, Whisky"
Ardbeg an oa,"€56,95",https://slijterijdehelm.nl/winkel/whisky/malt/ardbeg-an-oa/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/ardbeg-an-oa-600x600.jpg,"Malt, Whisky"
Naked Grouse,"€32,95",https://slijterijdehelm.nl/winkel/whisky/malt/naked-grouse/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/The-Naked-Grouse-600x600.png,"Malt, Whisky"
Royal Brackla 18 years old,"€119,95",https://slijterijdehelm.nl/winkel/whisky/malt/royal-brackla-18-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Royal-Brackla-18-years-old-600x600.png,"Malt, Whisky"
Dalmore Vintage 2007,"€164,95",https://slijterijdehelm.nl/winkel/whisky/malt/dalmore-vintage-2007/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Dalmore-Vintage-2007-600x600.png,"Malt, Whisky"
Glenturret 10 Years Old Peat Smoked,"€65,95",https://slijterijdehelm.nl/winkel/whisky/malt/glenturret-10-years-old-peat-smoked/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/glenturret-peat-smoked-600x600.png,"Malt, Whisky"
Fettercairn 12 years old,"€56,95",https://slijterijdehelm.nl/winkel/whisky/malt/fettercairn-12-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Fettercairn-12-years-old-600x600.png,"Malt, Whisky"
"Old Perth Palo Cortado 55,8%","€76,95",https://slijterijdehelm.nl/winkel/whisky/blended/old-perth-palo-cortado-558/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Old-Perth-Palo-Cortado-558-600x600.png,"Blended, Whisky"
Bunnahabhain Eirigh Na Greine liter fles,"€68,95",https://slijterijdehelm.nl/winkel/whisky/malt/bunnahabhain-eirigh-na-greine-liter-fles/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Bunnahabhain-Eirigh-Na-Greine-literfles-600x600.png,Malt
"Edradour 12 years Cask Strength 2012 #4 58,6%","€105,95",https://slijterijdehelm.nl/winkel/whisky/malt/edradour-12-years-cask-strength-2012-4-586/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/edradour-600x600.png,"Malt, Whisky"
Black Bottle,"€23,95",https://slijterijdehelm.nl/winkel/whisky/blended/black-bottle/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/The-Black-bottle-600x600.png,"Blended, Whisky"
Glenkinchie 12 years old,"€44,95",https://slijterijdehelm.nl/winkel/whisky/malt/glenkinchie-12-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Glenkinchie-12-years-old-600x600.png,"Malt, Whisky"
Bus Single Malt Single Estate Whisky Bourbon Batch 28,"€61,95",https://slijterijdehelm.nl/winkel/whisky/malt/bus-single-malt-single-estate-whisky-bourbon-batch-28/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Bus-Single-Malt-Single-Estate-Whisky-Bourbon-Batch-28-600x600.jpg,"Malt, Whisky"
Jack Daniels Bonded,"€38,95",https://slijterijdehelm.nl/winkel/whisky/blended/jack-daniels-bonded/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/jack-daniels-bonded-600x600.png,"Blended, Whisky"
Woodford Reserve Kentucky Straight Rye,"€45,95",https://slijterijdehelm.nl/winkel/whisky/bourbon/woodford-reserve-kentucky-straight-rye/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/woodford-rye-600x600.png,"Bourbon, Whisky"
Tomatin 18 years old,"€104,95",https://slijterijdehelm.nl/winkel/whisky/malt/tomatin-18-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Tomatin-18-years-old-600x600.png,"Malt, Whisky"
Jack Daniels Black liter,"€35,95",https://slijterijdehelm.nl/winkel/whisky/blended/jack-daniels-black-liter/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Jack-Daniels-1-600x600.jpg,Blended
"Blackadder Raw Cask Ardmore 2011 12 years old #804445 57,5%","€136,95",https://slijterijdehelm.nl/winkel/whisky/malt/blackadder-raw-cask-ardmore-2011-12-years-old-804445-575/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Blackadder-Raw-Cask-Ardmore-2011-12-years-old-804445-575-600x600.png,"Malt, Whisky"
Glen Scotia 10 years old,"€43,95",https://slijterijdehelm.nl/winkel/whisky/malt/glen-scotia-10-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Glen-Scotia-10-years-old-600x600.png,"Malt, Whisky"
Peated Malts of Distinction,"€28,95",https://slijterijdehelm.nl/winkel/whisky/malt/peated-malts-of-distinction/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Peated-Malts-of-Distinction-600x600.png,"Malt, Whisky"
Glenmorangie 14 years old Quinta Ruban,"€65,95",https://slijterijdehelm.nl/winkel/whisky/malt/glenmorangie-14-years-old-quinta-ruban/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Glenmorangie-Quinta-Ruban-new-edition-nieuwe-verpakking-600x600.png,"Malt, Whisky"
Jack Daniels Single Barrel Barrel Strength,"€80,95",https://slijterijdehelm.nl/winkel/whisky/blended/jack-daniels-single-barrel-barrel-strength-64-5/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Jack-Daniels-Single-Barrel-Strength-600x600.jpg,"Blended, Whisky"
Four Roses Bourbon,"€21,95",https://slijterijdehelm.nl/winkel/whisky/blended/four-roses-bourbon/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Four-Roses-600x600.png,"Blended, Bourbon"
Millstone Special #31 Heavily Peated Palo Cortado,"€62,95",https://slijterijdehelm.nl/winkel/whisky/malt/millstone-special-31-heavily-peated-palo-cortado/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Millstone-Special-31-Palo-Cortado-600x600.png,"Malt, Whisky"
Roger’s Vintage Selection Secret Speyside 2008 13 years old,"€104,95",https://slijterijdehelm.nl/winkel/whisky/malt/rogers-vintage-selection-secret-speyside-2008-13-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Roger8217s-Vintage-Selection-Secret-Speyside-2008-13-years-old-41-523-600x600.png,"Malt, Whisky"
Roger’s Vintage Selection Aultmore 2010 12 years old #21254,"€104,95",https://slijterijdehelm.nl/winkel/whisky/malt/rogers-vintage-selection-aultmore-2010-12-years-old-21254/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Roger8217s-Vintage-Selection-Aultmore-2010-12-years-old-21254-635-600x600.png,"Malt, Whisky"
"The Ultimate Auchentoshan 2013 9 years old #3355 60,1%","€79,95",https://slijterijdehelm.nl/winkel/whisky/malt/the-ultimate-auchentoshan-2013-9-years-old-3355-601/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/The-Ultimate-Auchentoshan-2013-9-years-old-3355-601-600x600.png,"Malt, Whisky"
Spey Spirit of Speyside Whisky Festival,"€136,95",https://slijterijdehelm.nl/winkel/whisky/malt/spey-spirit-of-speyside-whisky-festival/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/spey-spirit-600x600.jpg,"Malt, Whisky"
"Few Bourbon Black Rebel Motorclub Edition 50,5%","€69,95",https://slijterijdehelm.nl/winkel/whisky/bourbon/few-bourbon-black-rebel-motorclub-edition-505/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/jack-daniels-bonded-1-600x600.png,"Bourbon, Whisky"
Meikle Toir 5 years old The Sherry Peated,"€54,95",https://slijterijdehelm.nl/winkel/whisky/malt/meikle-toir-5-years-old-the-sherry-peated/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Meikle-Toir-5-years-old-The-Sherry-Peated-600x600.png,"Malt, Whisky"
"Redbreast 12 years old cask strength 58,1%","€99,95",https://slijterijdehelm.nl/winkel/whisky/malt/redbreast-12-years-old-cask-strength-581/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Redbreast-cask-strength-12-years-old-600x600.png,"Malt, Whisky"
"Glen Scotia Campeltown Malts Festival 2024 9 years old 56,2%","€76,95",https://slijterijdehelm.nl/winkel/whisky/malt/glen-scotia-campeltown-malts-festival-2024-9-years-old-562/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/glen-scotia-9-600x600.png,"Malt, Whisky"
Cragganmore 12 Years Old,"€40,95",https://slijterijdehelm.nl/winkel/whisky/malt/cragganmore-12-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Cragganmore-12-600x600.jpg,Malt
The Deveron 12 years old,"€40,95",https://slijterijdehelm.nl/winkel/whisky/malt/the-deveron-12-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/The-Deveron-12-years-old-600x600.png,"Malt, Whisky"
Compass Box Flaming Heart 2022,"€154,95",https://slijterijdehelm.nl/winkel/whisky/compass-box-flaming-heart-2022/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Compass-Box-Flaming-Heart-2022-600x600.png,Whisky
Compass Box Experimental Grain,"€121,95",https://slijterijdehelm.nl/winkel/whisky/blended/compass-box-experimental-grain/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Compas-Box-Experimental-Grain-46-600x600.png,"Blended, Whisky"
Compass Box Hedonism,"€93,95",https://slijterijdehelm.nl/winkel/whisky/blended/compass-box-hedonism/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Compass-Box-Hedonism-1-600x600.png,"Blended, Whisky"
Lambay whiskey,"€51,95",https://slijterijdehelm.nl/winkel/whisky/malt/lambay-whiskey/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Lambay-whiskey-small-batch-600x600.png,"Malt, Whisky"
Benriach Peated Cask Strength Batch 2,"€72,95 Oorspronkelijke prijs was: €72,95.€68,95Huidige prijs is: €68,95.",https://slijterijdehelm.nl/winkel/whisky/malt/benriach-peated-cask-strength-batch-2/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Benriach-Peated-Cask-Strength-Batch-2-600x600.jpg,"Aanbiedingen, Malt"
Benriach Smoke Season,"€59,95",https://slijterijdehelm.nl/winkel/whisky/malt/benriach-smoke-season/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Benriach-Smoke-Season-600x600.png,"Malt, Whisky"
"Benriach Malting Season Third Edition 48,3%","€128,95",https://slijterijdehelm.nl/winkel/whisky/malt/benriach-malting-season-third-edition-483/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Benriach-Malting-Season-600x600.png,"Malt, Whisky"
Finlaggan Eilean Mor,"€36,95",https://slijterijdehelm.nl/winkel/whisky/malt/finlaggan-eilean-mor/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Finlaggan-Eilean-Mor-600x600.jpg,"Malt, Whisky"
Scarabus Islay Single Malt,"€43,95",https://slijterijdehelm.nl/winkel/whisky/malt/scarabus-islay-single-malt/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Scarabus-Islay-Single-Malt-600x600.png,"Malt, Whisky"
"Signatory Vintage Cask Strength Braeval 2000 21 Years Old #6393 60,3%","€229,95",https://slijterijdehelm.nl/winkel/whisky/malt/signatory-vintage-cask-strength-braeval-2000-21-years-old-6393-603/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/SIGNATORY-BRAEVAL-2000-CASK-STRENGTH-600x600.png,"Malt, Whisky"
Westland Outpost Colere,"€169,95",https://slijterijdehelm.nl/winkel/whisky/malt/westland-outpost-colere/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Westland-Outpost-Colere-600x600.png,"Malt, Whisky"
Westland Outpost Solum,"€169,95",https://slijterijdehelm.nl/winkel/whisky/malt/westland-outpost-solum/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Westland-Outpost-Solum-600x600.png,"Malt, Whisky"
Westland Outpost Garryana,"€169,95",https://slijterijdehelm.nl/winkel/whisky/malt/westland-outpost-garryana/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Westland-Outpost-Garryana-600x600.png,"Malt, Whisky"
Aberfeldy 16 Years Old,"€69,95",https://slijterijdehelm.nl/winkel/whisky/malt/aberfeldy-16-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Aberfeldy-16-Years-Old-600x600.png,Malt
"Woodford Reserve Double Oaked 43,2%","€51,95",https://slijterijdehelm.nl/winkel/whisky/bourbon/woodford-reserve-double-oaked-432/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Woodford-Reserve-Double-Oaked-432-bourbon-whiskey-600x600.png,"Bourbon, Whisky"
"Cadenhead Enigma Peated Highland 2009 14 years old 53,9%","€96,95",https://slijterijdehelm.nl/winkel/whisky/malt/cadenhead-enigma-peated-highland-2009-14-years-old-539/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Cadenhead-Enigma-Peated-Highland-2009-14-years-old-539-600x600.png,"Malt, Whisky"
"Signatory Vintage Cask Strength Linkwood 1997 25 years old #7570 + 7571 57,0%","€229,95",https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/signatory-vintage-cask-strength-linkwood-1997-25-years-old-7570-7571-570/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Signatory-Linkwood-1997-600x600.png,"Malt, Whisky, Zeer exclusieve bottelingen"
Tamdhu Speyside Distinction II,"€79,95",https://slijterijdehelm.nl/winkel/whisky/malt/tamdhu-speyside-distinction-ii/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Tamdhu-Speyside-Distinction-II-600x600.png,"Malt, Whisky"
"Lochlea Cask Strength Batch 1 60,1%","€81,95",https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/lochlea-cask-strength-batch-1-601/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Lochlea-Cask-Strength-Batch-1-601-600x600.png,"Malt, Whisky, Zeer exclusieve bottelingen"
Glen Scotia Icons of Campeltown 12 years old No.1 The Mermaid,"€103,95",https://slijterijdehelm.nl/winkel/whisky/malt/glen-scotia-icons-of-campeltown-12-years-old-no-1-the-mermaid/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Glen-Scotia-Icons-of-Campeltown-12-years-old-No-600x600.png,"Malt, Whisky"
"Edradour 12 years old Small Batch Burgundy Cask 48,2%","€82,95",https://slijterijdehelm.nl/winkel/whisky/malt/edradour-12-years-old-small-batch-burgundy-cask-482/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Edradour-12-years-old-Small-Batch-Burgundy-Cask-482-1-600x600.png,"Malt, Whisky"
"Ledaig Triple Wood 53,8%","€99,95",https://slijterijdehelm.nl/winkel/whisky/malt/ledaig-triple-wood-538/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Ledaig-Triple-Wood-538-600x600.png,"Malt, Whisky"
"Carn Mor Strictly Limited Macduff 10 Years Old 2011 47,5%","€64,95",https://slijterijdehelm.nl/winkel/whisky/malt/carn-mor-strictly-limited-macduff-10-years-old-2011-475/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Carn-Mor-Strictly-Limited-Macduff-10-Years-Old-2011-475-600x600.png,"Malt, Whisky"
Loch Lomond Exclusive Cask 10 Years Old Viticcio Bolgheri 22/428-3 50%,"€64,95",https://slijterijdehelm.nl/winkel/whisky/malt/loch-lomond-exclusive-cask-10-years-old-viticcio-bolgheri-22-428-3-50/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Loch-Lomond-Exclusive-Viticcio-Bolgheri-600x600.png,"Malt, Whisky"
"Jack Daniels Gentleman Jack 0,7 ltr","€32,95",https://slijterijdehelm.nl/winkel/whisky/blended/jack-daniels-gentleman-jack-07-ltr/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Jack-Daniels-gentleman-600x600.jpg,"Blended, Whisky"
Glen Scotia Bordeaux 2017 6 years # 23-309-6 57.4%,"€79,95",https://slijterijdehelm.nl/winkel/whisky/malt/glen-scotia-bordeaux-2017-6-years-23-309-6-57-4/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Glen-Scotia-Bordeaux-1-600x600.png,"Malt, Whisky"
Islay Gold 10 years old,"€36,95",https://slijterijdehelm.nl/winkel/whisky/malt/islay-gold-10-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Islay-GOld-10-years-old-600x600.png,Malt
Deanston Virgin Oak,"€32,95",https://slijterijdehelm.nl/winkel/whisky/malt/deanston-virgin-oak/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Deanston-600x600.jpg,"Malt, Whisky"
Bruichladdich Octomore 14.1 128.9 ppm,"€172,95",https://slijterijdehelm.nl/winkel/whisky/malt/bruichladdich-octomore-14-1-128-9-ppm/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Bruichladdich-Octomore-14.1-128-600x600.png,"Malt, Whisky"
"Fettercairn 16 years old 4th release 2023 46,4%","€94,95",https://slijterijdehelm.nl/winkel/whisky/malt/fettercairn-16-years-old-4th-release-2023-464/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Fettercairn-16-years-old-4th-release-2023-464-600x600.png,"Malt, Whisky"
"Jameson 0,35 Liter","€15,95",https://slijterijdehelm.nl/winkel/whisky/blended/jameson-035-liter/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Jameson-0-1-600x600.jpg,Blended
"Jack Daniels Black 0,35 ltr","€16,95",https://slijterijdehelm.nl/winkel/whisky/blended/jack-daniels-black-035-ltr/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Jack-Daniels-035-ltr-black-600x600.png,Blended
Ardmore Legacy,"€29,95",https://slijterijdehelm.nl/winkel/whisky/malt/ardmore-legacy/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Ardmore-Legacy-600x600.jpg,Malt
"Elijah Craig Bourbon Barrel proof #B519 61,1%","€111,95",https://slijterijdehelm.nl/winkel/whisky/bourbon/elijah-craig-bourbon-barrel-proof-b519-611/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Elijah-Craig-Bourbon-B519-600x600.png,"Bourbon, Whisky"
Single Malts of Scotland Parcel No. 11 Ardmore 13 years old 48%,"€75,95",https://slijterijdehelm.nl/winkel/whisky/malt/single-malts-of-scotland-parcel-no-11-ardmore-13-years-old-48/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Single-Malts-of-Scotland-Parcel-No-600x600.png,"Malt, Whisky"
The Lakes Whiskymaker’s Edition Resfeber,"€85,95",https://slijterijdehelm.nl/winkel/whisky/malt/the-lakes-whiskymakers-edition-resfeber/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/The-Lakes-Whiskymakers-Edition-Resfeber-whisky-600x600.png,"Malt, Whisky"
"The Lakes Whiskymakers Editions Kairos 46,6%","€86,95",https://slijterijdehelm.nl/winkel/whisky/malt/the-lakes-whiskymakers-editions-kairos-466/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/The-Lakes-Whiskymakers-Editions-Kairos-466-600x600.png,"Malt, Whisky"
"Port Askaig Cask Strength Small batch #01-2023 59,4%","€72,95",https://slijterijdehelm.nl/winkel/whisky/malt/port-askaig-cask-strength-small-batch-01-2023-594/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Port-Askaig-Cask-Strength-Small-batch-01-2023-594-600x600.png,"Malt, Whisky"
"Old Particular Scallywag 15 years old Celebratory Edition 48,4%","€124,95",https://slijterijdehelm.nl/winkel/whisky/malt/old-particular-scallywag-15-years-old-celebratory-edition-484/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Old-Particular-Scallywag-15-years-old-Celebratory-Edition-484-600x600.png,"Malt, Whisky"
Benromach 2012 Virigin Air Dried Oak 46%,"€63,95",https://slijterijdehelm.nl/winkel/whisky/malt/benromach-2012-virigin-air-dried-oak-46/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Benromach-2012-Virigin-Air-Dried-Oak-600x600.png,"Malt, Whisky"
Aerstone Sea Cask 10 Years Old,"€28,95",https://slijterijdehelm.nl/winkel/whisky/malt/aerstone-sea-cask-10-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Aerstone-sea-cask-600x600.jpg,Malt
Old Pulteney 2006 liter,"€54,95",https://slijterijdehelm.nl/winkel/whisky/malt/old-pulteney-2006-liter/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Old-Pulteney-2006-10-ltr-600x600.png,"Malt, Whisky"
Jack Daniels McLaren Sour Mash,"€36,95",https://slijterijdehelm.nl/winkel/whisky/bourbon/jack-daniels-mclaren-sour-mash/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Jack-Daniels-McLaren-Sour-Mash-600x600.png,"Bourbon, Whisky"
"Glenlivet Caribbean Reserve 0,7 ltr","€41,95",https://slijterijdehelm.nl/winkel/whisky/malt/glenlivet-caribbean-reserve-07-ltr/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Glenlivet-Caribbean-Reserve-07-ltr-600x600.png,"Malt, Whisky"
Finlaggan Cask Strength,"€42,95",https://slijterijdehelm.nl/winkel/whisky/malt/finlaggan-cask-strength/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/finlaggan-cask-strength-600x600.png,"Malt, Whisky"
Benromach 15 years old,"€84,95",https://slijterijdehelm.nl/winkel/whisky/malt/benromach-15-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Benromach-15-600x600.jpg,"Malt, Whisky"
Lochlea Harvest Edition Second Crop,"€64,95",https://slijterijdehelm.nl/winkel/whisky/malt/lochlea-harvest-edition-second-crop/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Lochlea-Harvest-Edition-Second-Crop-600x600.png,"Malt, Whisky"
Deanston 17 years old pinot noir finish 2002 – 2020,"€112,95",https://slijterijdehelm.nl/winkel/whisky/malt/deanston-17-years-old-pinot-noir-finish-2002-2020/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Deanston-17-years-old-pinot-noir-finish-600x600.png,Malt
Darkness Glen Elgin 10 years old Moscatel Cask Finish,"€55,95",https://slijterijdehelm.nl/winkel/whisky/malt/darkness-glen-elgin-10-years-old-moscatel-cask-finish/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Blank-Print-Document-22-600x600.jpeg,"Malt, Whisky"
Togouchi Premium,"€44,95",https://slijterijdehelm.nl/winkel/whisky/malt/togouchi-premium/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Togouchi-Premium-600x600.png,"Malt, Whisky"
Mortlach 12 years old,"€58,95",https://slijterijdehelm.nl/winkel/whisky/malt/mortlach-12-years-old__trashed/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Mortlach-12-600x600.jpg,Malt
Woodford Reserve Bourbon,"€35,95",https://slijterijdehelm.nl/winkel/whisky/malt/woodford-reserve-bourbon/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Woodford-Reserve-Bourbon-600x600.jpg,"Bourbon, Malt, Whisky"
Glenglassaugh Sanded,"€59,95",https://slijterijdehelm.nl/winkel/whisky/malt/glenglassaugh-sanded/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Glenglassaugh-Sanded-600x600.png,"Malt, Whisky"
"Carn Mor Strictly Limited Longmorn 2014 6 years old 47,5%","€59,95",https://slijterijdehelm.nl/winkel/whisky/malt/carn-mor-strictly-limited-longmorn-2014-6-years-old-475/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Carn-Mohr-Srictly-Limited-Longmorn-2014-6-yrs-47-600x600.png,"Malt, Whisky"
Darkness Lochindaal 9 years old Moscatel Cask Finish,"€117,95",https://slijterijdehelm.nl/winkel/whisky/malt/darkness-lochindaal-9-years-old-moscatel-cask-finish/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Darkness-Lochindaal-9-years-old-Moscatel-Cask-600x600.jpeg,"Malt, Whisky"
"Signatory Vintage Cask Strength Edradour 2001 21 years old #2310 53,3%","€374,95",https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/signatory-vintage-cask-strength-edradour-2001-21-years-old-2310-533/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Signatory-Vintage-Cask-Strength-Edradour-2001-21-years-old-2310-533-600x600.png,"Malt, Whisky, Zeer exclusieve bottelingen"
Jack Daniels Single Barrel Select,"€43,95",https://slijterijdehelm.nl/winkel/whisky/blended/jack-daniels-single-barrel-select/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Jack-Daniels-Single-Barrel-Select-600x600.png,Blended
Glen Scotia 21 Years Old,"€279,95",https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/glen-scotia-21-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Glen-Scotia-21-Years-Old-600x600.png,"Malt, Whisky, Zeer exclusieve bottelingen"
Lochlea Ploughing Edition First Crop 46%,"€51,95",https://slijterijdehelm.nl/winkel/whisky/malt/lochlea-ploughing-edition-first-crop-46/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Lochlea-Ploughing-Edition-First-Crop-46-600x600.png,"Malt, Whisky"
Kilchoman PX Sherry Cask Matured 2023,"€99,95",https://slijterijdehelm.nl/winkel/whisky/malt/kilchoman-px-sherry-cask-matured-2023/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Kilchoman-PX-sherry-cask-matured-2023-600x600.png,"Malt, Whisky"
